"","simFolder","simName","simFile","simInfo","simDate","scenario","mp","tMP","nT","nReps","rank","group"
"140","sim_071220151329588","sim_071220151329588","sim_071220151329588.Rdata","sim_071220151329588.info","71220151329588","NCod83HistM.csv","Dm2Dv0.5Mm1.5Mv0.4Q1",33,52,50,140,1
"141","sim_071220151330017","sim_071220151330017","sim_071220151330017.Rdata","sim_071220151330017.info","71220151330017","NCod83HistM.csv","Dm0.5Dv0.1Mm2Mv0.4Q1",33,52,50,141,1
"142","sim_071220151330046","sim_071220151330046","sim_071220151330046.Rdata","sim_071220151330046.info","71220151330046","NCod83HistM.csv","Dm1Dv0.1Mm2Mv0.4Q1",33,52,50,142,1
"143","sim_071220151330076","sim_071220151330076","sim_071220151330076.Rdata","sim_071220151330076.info","71220151330076","NCod83HistM.csv","Dm1.5Dv0.1Mm2Mv0.4Q1",33,52,50,143,1
"144","sim_071220151330106","sim_071220151330106","sim_071220151330106.Rdata","sim_071220151330106.info","71220151330106","NCod83HistM.csv","Dm2Dv0.1Mm2Mv0.4Q1",33,52,50,144,1
"145","sim_071220151330136","sim_071220151330136","sim_071220151330136.Rdata","sim_071220151330136.info","71220151330136","NCod83HistM.csv","Dm0.5Dv0.2Mm2Mv0.4Q1",33,52,50,145,1
"146","sim_071220151330165","sim_071220151330165","sim_071220151330165.Rdata","sim_071220151330165.info","71220151330165","NCod83HistM.csv","Dm1Dv0.2Mm2Mv0.4Q1",33,52,50,146,1
"147","sim_071220151330195","sim_071220151330195","sim_071220151330195.Rdata","sim_071220151330195.info","71220151330195","NCod83HistM.csv","Dm1.5Dv0.2Mm2Mv0.4Q1",33,52,50,147,1
"148","sim_071220151330225","sim_071220151330225","sim_071220151330225.Rdata","sim_071220151330225.info","71220151330225","NCod83HistM.csv","Dm2Dv0.2Mm2Mv0.4Q1",33,52,50,148,1
"149","sim_071220151330254","sim_071220151330254","sim_071220151330254.Rdata","sim_071220151330254.info","71220151330254","NCod83HistM.csv","Dm0.5Dv0.3Mm2Mv0.4Q1",33,52,50,149,1
"150","sim_071220151330285","sim_071220151330285","sim_071220151330285.Rdata","sim_071220151330285.info","71220151330285","NCod83HistM.csv","Dm1Dv0.3Mm2Mv0.4Q1",33,52,50,150,1
"151","sim_071220151330314","sim_071220151330314","sim_071220151330314.Rdata","sim_071220151330314.info","71220151330314","NCod83HistM.csv","Dm1.5Dv0.3Mm2Mv0.4Q1",33,52,50,151,1
"152","sim_071220151330345","sim_071220151330345","sim_071220151330345.Rdata","sim_071220151330345.info","71220151330345","NCod83HistM.csv","Dm2Dv0.3Mm2Mv0.4Q1",33,52,50,152,1
"153","sim_071220151330374","sim_071220151330374","sim_071220151330374.Rdata","sim_071220151330374.info","71220151330374","NCod83HistM.csv","Dm0.5Dv0.4Mm2Mv0.4Q1",33,52,50,153,1
"154","sim_071220151330404","sim_071220151330404","sim_071220151330404.Rdata","sim_071220151330404.info","71220151330404","NCod83HistM.csv","Dm1Dv0.4Mm2Mv0.4Q1",33,52,50,154,1
"155","sim_071220151330434","sim_071220151330434","sim_071220151330434.Rdata","sim_071220151330434.info","71220151330434","NCod83HistM.csv","Dm1.5Dv0.4Mm2Mv0.4Q1",33,52,50,155,1
"156","sim_071220151330464","sim_071220151330464","sim_071220151330464.Rdata","sim_071220151330464.info","71220151330464","NCod83HistM.csv","Dm2Dv0.4Mm2Mv0.4Q1",33,52,50,156,1
"157","sim_071220151330494","sim_071220151330494","sim_071220151330494.Rdata","sim_071220151330494.info","71220151330494","NCod83HistM.csv","Dm0.5Dv0.5Mm2Mv0.4Q1",33,52,50,157,1
"158","sim_071220151330524","sim_071220151330524","sim_071220151330524.Rdata","sim_071220151330524.info","71220151330524","NCod83HistM.csv","Dm1Dv0.5Mm2Mv0.4Q1",33,52,50,158,1
"159","sim_071220151330554","sim_071220151330554","sim_071220151330554.Rdata","sim_071220151330554.info","71220151330554","NCod83HistM.csv","Dm1.5Dv0.5Mm2Mv0.4Q1",33,52,50,159,1
"160","sim_071220151330583","sim_071220151330583","sim_071220151330583.Rdata","sim_071220151330583.info","71220151330583","NCod83HistM.csv","Dm2Dv0.5Mm2Mv0.4Q1",33,52,50,160,1
"161","sim_071220151331014","sim_071220151331014","sim_071220151331014.Rdata","sim_071220151331014.info","71220151331014","NCod83HistM.csv","Dm0.5Dv0.1Mm0.5Mv0.6Q1",33,52,50,161,1
"162","sim_071220151331043","sim_071220151331043","sim_071220151331043.Rdata","sim_071220151331043.info","71220151331043","NCod83HistM.csv","Dm1Dv0.1Mm0.5Mv0.6Q1",33,52,50,162,1
"163","sim_071220151331074","sim_071220151331074","sim_071220151331074.Rdata","sim_071220151331074.info","71220151331074","NCod83HistM.csv","Dm1.5Dv0.1Mm0.5Mv0.6Q1",33,52,50,163,1
"164","sim_071220151331104","sim_071220151331104","sim_071220151331104.Rdata","sim_071220151331104.info","71220151331104","NCod83HistM.csv","Dm2Dv0.1Mm0.5Mv0.6Q1",33,52,50,164,1
"165","sim_071220151331135","sim_071220151331135","sim_071220151331135.Rdata","sim_071220151331135.info","71220151331135","NCod83HistM.csv","Dm0.5Dv0.2Mm0.5Mv0.6Q1",33,52,50,165,1
"166","sim_071220151331164","sim_071220151331164","sim_071220151331164.Rdata","sim_071220151331164.info","71220151331164","NCod83HistM.csv","Dm1Dv0.2Mm0.5Mv0.6Q1",33,52,50,166,1
"167","sim_071220151331194","sim_071220151331194","sim_071220151331194.Rdata","sim_071220151331194.info","71220151331194","NCod83HistM.csv","Dm1.5Dv0.2Mm0.5Mv0.6Q1",33,52,50,167,1
"168","sim_071220151331225","sim_071220151331225","sim_071220151331225.Rdata","sim_071220151331225.info","71220151331225","NCod83HistM.csv","Dm2Dv0.2Mm0.5Mv0.6Q1",33,52,50,168,1
"169","sim_071220151331255","sim_071220151331255","sim_071220151331255.Rdata","sim_071220151331255.info","71220151331255","NCod83HistM.csv","Dm0.5Dv0.3Mm0.5Mv0.6Q1",33,52,50,169,1
"170","sim_071220151331286","sim_071220151331286","sim_071220151331286.Rdata","sim_071220151331286.info","71220151331286","NCod83HistM.csv","Dm1Dv0.3Mm0.5Mv0.6Q1",33,52,50,170,1
"171","sim_071220151331315","sim_071220151331315","sim_071220151331315.Rdata","sim_071220151331315.info","71220151331315","NCod83HistM.csv","Dm1.5Dv0.3Mm0.5Mv0.6Q1",33,52,50,171,1
"172","sim_071220151331345","sim_071220151331345","sim_071220151331345.Rdata","sim_071220151331345.info","71220151331345","NCod83HistM.csv","Dm2Dv0.3Mm0.5Mv0.6Q1",33,52,50,172,1
"173","sim_071220151331375","sim_071220151331375","sim_071220151331375.Rdata","sim_071220151331375.info","71220151331375","NCod83HistM.csv","Dm0.5Dv0.4Mm0.5Mv0.6Q1",33,52,50,173,1
"174","sim_071220151331406","sim_071220151331406","sim_071220151331406.Rdata","sim_071220151331406.info","71220151331406","NCod83HistM.csv","Dm1Dv0.4Mm0.5Mv0.6Q1",33,52,50,174,1
"175","sim_071220151331436","sim_071220151331436","sim_071220151331436.Rdata","sim_071220151331436.info","71220151331436","NCod83HistM.csv","Dm1.5Dv0.4Mm0.5Mv0.6Q1",33,52,50,175,1
"176","sim_071220151331466","sim_071220151331466","sim_071220151331466.Rdata","sim_071220151331466.info","71220151331466","NCod83HistM.csv","Dm2Dv0.4Mm0.5Mv0.6Q1",33,52,50,176,1
"177","sim_071220151331498","sim_071220151331498","sim_071220151331498.Rdata","sim_071220151331498.info","71220151331498","NCod83HistM.csv","Dm0.5Dv0.5Mm0.5Mv0.6Q1",33,52,50,177,1
"178","sim_071220151331528","sim_071220151331528","sim_071220151331528.Rdata","sim_071220151331528.info","71220151331528","NCod83HistM.csv","Dm1Dv0.5Mm0.5Mv0.6Q1",33,52,50,178,1
"179","sim_071220151331558","sim_071220151331558","sim_071220151331558.Rdata","sim_071220151331558.info","71220151331558","NCod83HistM.csv","Dm1.5Dv0.5Mm0.5Mv0.6Q1",33,52,50,179,1
"180","sim_071220151331589","sim_071220151331589","sim_071220151331589.Rdata","sim_071220151331589.info","71220151331589","NCod83HistM.csv","Dm2Dv0.5Mm0.5Mv0.6Q1",33,52,50,180,1
"181","sim_071220151332019","sim_071220151332019","sim_071220151332019.Rdata","sim_071220151332019.info","71220151332019","NCod83HistM.csv","Dm0.5Dv0.1Mm1Mv0.6Q1",33,52,50,181,1
"182","sim_071220151332050","sim_071220151332050","sim_071220151332050.Rdata","sim_071220151332050.info","71220151332050","NCod83HistM.csv","Dm1Dv0.1Mm1Mv0.6Q1",33,52,50,182,1
"183","sim_071220151332080","sim_071220151332080","sim_071220151332080.Rdata","sim_071220151332080.info","71220151332080","NCod83HistM.csv","Dm1.5Dv0.1Mm1Mv0.6Q1",33,52,50,183,1
"184","sim_071220151332110","sim_071220151332110","sim_071220151332110.Rdata","sim_071220151332110.info","71220151332110","NCod83HistM.csv","Dm2Dv0.1Mm1Mv0.6Q1",33,52,50,184,1
"185","sim_071220151332141","sim_071220151332141","sim_071220151332141.Rdata","sim_071220151332141.info","71220151332141","NCod83HistM.csv","Dm0.5Dv0.2Mm1Mv0.6Q1",33,52,50,185,1
"186","sim_071220151332172","sim_071220151332172","sim_071220151332172.Rdata","sim_071220151332172.info","71220151332172","NCod83HistM.csv","Dm1Dv0.2Mm1Mv0.6Q1",33,52,50,186,1
"187","sim_071220151332202","sim_071220151332202","sim_071220151332202.Rdata","sim_071220151332202.info","71220151332202","NCod83HistM.csv","Dm1.5Dv0.2Mm1Mv0.6Q1",33,52,50,187,1
"188","sim_071220151332233","sim_071220151332233","sim_071220151332233.Rdata","sim_071220151332233.info","71220151332233","NCod83HistM.csv","Dm2Dv0.2Mm1Mv0.6Q1",33,52,50,188,1
"189","sim_071220151332263","sim_071220151332263","sim_071220151332263.Rdata","sim_071220151332263.info","71220151332263","NCod83HistM.csv","Dm0.5Dv0.3Mm1Mv0.6Q1",33,52,50,189,1
"190","sim_071220151332294","sim_071220151332294","sim_071220151332294.Rdata","sim_071220151332294.info","71220151332294","NCod83HistM.csv","Dm1Dv0.3Mm1Mv0.6Q1",33,52,50,190,1
"191","sim_071220151332324","sim_071220151332324","sim_071220151332324.Rdata","sim_071220151332324.info","71220151332324","NCod83HistM.csv","Dm1.5Dv0.3Mm1Mv0.6Q1",33,52,50,191,1
"192","sim_071220151332356","sim_071220151332356","sim_071220151332356.Rdata","sim_071220151332356.info","71220151332356","NCod83HistM.csv","Dm2Dv0.3Mm1Mv0.6Q1",33,52,50,192,1
"193","sim_071220151332386","sim_071220151332386","sim_071220151332386.Rdata","sim_071220151332386.info","71220151332386","NCod83HistM.csv","Dm0.5Dv0.4Mm1Mv0.6Q1",33,52,50,193,1
"194","sim_071220151332417","sim_071220151332417","sim_071220151332417.Rdata","sim_071220151332417.info","71220151332417","NCod83HistM.csv","Dm1Dv0.4Mm1Mv0.6Q1",33,52,50,194,1
"195","sim_071220151332448","sim_071220151332448","sim_071220151332448.Rdata","sim_071220151332448.info","71220151332448","NCod83HistM.csv","Dm1.5Dv0.4Mm1Mv0.6Q1",33,52,50,195,1
"196","sim_071220151332478","sim_071220151332478","sim_071220151332478.Rdata","sim_071220151332478.info","71220151332478","NCod83HistM.csv","Dm2Dv0.4Mm1Mv0.6Q1",33,52,50,196,1
"197","sim_071220151332509","sim_071220151332509","sim_071220151332509.Rdata","sim_071220151332509.info","71220151332509","NCod83HistM.csv","Dm0.5Dv0.5Mm1Mv0.6Q1",33,52,50,197,1
"198","sim_071220151332541","sim_071220151332541","sim_071220151332541.Rdata","sim_071220151332541.info","71220151332541","NCod83HistM.csv","Dm1Dv0.5Mm1Mv0.6Q1",33,52,50,198,1
"199","sim_071220151332572","sim_071220151332572","sim_071220151332572.Rdata","sim_071220151332572.info","71220151332572","NCod83HistM.csv","Dm1.5Dv0.5Mm1Mv0.6Q1",33,52,50,199,1
"200","sim_071220151333003","sim_071220151333003","sim_071220151333003.Rdata","sim_071220151333003.info","71220151333003","NCod83HistM.csv","Dm2Dv0.5Mm1Mv0.6Q1",33,52,50,200,1
"201","sim_071220151333033","sim_071220151333033","sim_071220151333033.Rdata","sim_071220151333033.info","71220151333033","NCod83HistM.csv","Dm0.5Dv0.1Mm1.5Mv0.6Q1",33,52,50,201,1
"202","sim_071220151333064","sim_071220151333064","sim_071220151333064.Rdata","sim_071220151333064.info","71220151333064","NCod83HistM.csv","Dm1Dv0.1Mm1.5Mv0.6Q1",33,52,50,202,1
"203","sim_071220151333096","sim_071220151333096","sim_071220151333096.Rdata","sim_071220151333096.info","71220151333096","NCod83HistM.csv","Dm1.5Dv0.1Mm1.5Mv0.6Q1",33,52,50,203,1
"204","sim_071220151333126","sim_071220151333126","sim_071220151333126.Rdata","sim_071220151333126.info","71220151333126","NCod83HistM.csv","Dm2Dv0.1Mm1.5Mv0.6Q1",33,52,50,204,1
"205","sim_071220151333158","sim_071220151333158","sim_071220151333158.Rdata","sim_071220151333158.info","71220151333158","NCod83HistM.csv","Dm0.5Dv0.2Mm1.5Mv0.6Q1",33,52,50,205,1
"206","sim_071220151333188","sim_071220151333188","sim_071220151333188.Rdata","sim_071220151333188.info","71220151333188","NCod83HistM.csv","Dm1Dv0.2Mm1.5Mv0.6Q1",33,52,50,206,1
"207","sim_071220151333218","sim_071220151333218","sim_071220151333218.Rdata","sim_071220151333218.info","71220151333218","NCod83HistM.csv","Dm1.5Dv0.2Mm1.5Mv0.6Q1",33,52,50,207,1
"208","sim_071220151333250","sim_071220151333250","sim_071220151333250.Rdata","sim_071220151333250.info","71220151333250","NCod83HistM.csv","Dm2Dv0.2Mm1.5Mv0.6Q1",33,52,50,208,1
"209","sim_071220151333280","sim_071220151333280","sim_071220151333280.Rdata","sim_071220151333280.info","71220151333280","NCod83HistM.csv","Dm0.5Dv0.3Mm1.5Mv0.6Q1",33,52,50,209,1
"210","sim_071220151333312","sim_071220151333312","sim_071220151333312.Rdata","sim_071220151333312.info","71220151333312","NCod83HistM.csv","Dm1Dv0.3Mm1.5Mv0.6Q1",33,52,50,210,1
"211","sim_071220151333343","sim_071220151333343","sim_071220151333343.Rdata","sim_071220151333343.info","71220151333343","NCod83HistM.csv","Dm1.5Dv0.3Mm1.5Mv0.6Q1",33,52,50,211,1
"212","sim_071220151333373","sim_071220151333373","sim_071220151333373.Rdata","sim_071220151333373.info","71220151333373","NCod83HistM.csv","Dm2Dv0.3Mm1.5Mv0.6Q1",33,52,50,212,1
"213","sim_071220151333405","sim_071220151333405","sim_071220151333405.Rdata","sim_071220151333405.info","71220151333405","NCod83HistM.csv","Dm0.5Dv0.4Mm1.5Mv0.6Q1",33,52,50,213,1
"214","sim_071220151333436","sim_071220151333436","sim_071220151333436.Rdata","sim_071220151333436.info","71220151333436","NCod83HistM.csv","Dm1Dv0.4Mm1.5Mv0.6Q1",33,52,50,214,1
"215","sim_071220151333468","sim_071220151333468","sim_071220151333468.Rdata","sim_071220151333468.info","71220151333468","NCod83HistM.csv","Dm1.5Dv0.4Mm1.5Mv0.6Q1",33,52,50,215,1
"216","sim_071220151333498","sim_071220151333498","sim_071220151333498.Rdata","sim_071220151333498.info","71220151333498","NCod83HistM.csv","Dm2Dv0.4Mm1.5Mv0.6Q1",33,52,50,216,1
"217","sim_071220151333529","sim_071220151333529","sim_071220151333529.Rdata","sim_071220151333529.info","71220151333529","NCod83HistM.csv","Dm0.5Dv0.5Mm1.5Mv0.6Q1",33,52,50,217,1
"218","sim_071220151333559","sim_071220151333559","sim_071220151333559.Rdata","sim_071220151333559.info","71220151333559","NCod83HistM.csv","Dm1Dv0.5Mm1.5Mv0.6Q1",33,52,50,218,1
"219","sim_071220151333591","sim_071220151333591","sim_071220151333591.Rdata","sim_071220151333591.info","71220151333591","NCod83HistM.csv","Dm1.5Dv0.5Mm1.5Mv0.6Q1",33,52,50,219,1
"220","sim_071220151334022","sim_071220151334022","sim_071220151334022.Rdata","sim_071220151334022.info","71220151334022","NCod83HistM.csv","Dm2Dv0.5Mm1.5Mv0.6Q1",33,52,50,220,1
"221","sim_071220151334053","sim_071220151334053","sim_071220151334053.Rdata","sim_071220151334053.info","71220151334053","NCod83HistM.csv","Dm0.5Dv0.1Mm2Mv0.6Q1",33,52,50,221,1
"222","sim_071220151334084","sim_071220151334084","sim_071220151334084.Rdata","sim_071220151334084.info","71220151334084","NCod83HistM.csv","Dm1Dv0.1Mm2Mv0.6Q1",33,52,50,222,1
"223","sim_071220151334116","sim_071220151334116","sim_071220151334116.Rdata","sim_071220151334116.info","71220151334116","NCod83HistM.csv","Dm1.5Dv0.1Mm2Mv0.6Q1",33,52,50,223,1
"224","sim_071220151334147","sim_071220151334147","sim_071220151334147.Rdata","sim_071220151334147.info","71220151334147","NCod83HistM.csv","Dm2Dv0.1Mm2Mv0.6Q1",33,52,50,224,1
"225","sim_071220151334178","sim_071220151334178","sim_071220151334178.Rdata","sim_071220151334178.info","71220151334178","NCod83HistM.csv","Dm0.5Dv0.2Mm2Mv0.6Q1",33,52,50,225,1
"226","sim_071220151334209","sim_071220151334209","sim_071220151334209.Rdata","sim_071220151334209.info","71220151334209","NCod83HistM.csv","Dm1Dv0.2Mm2Mv0.6Q1",33,52,50,226,1
"227","sim_071220151334241","sim_071220151334241","sim_071220151334241.Rdata","sim_071220151334241.info","71220151334241","NCod83HistM.csv","Dm1.5Dv0.2Mm2Mv0.6Q1",33,52,50,227,1
"228","sim_071220151334271","sim_071220151334271","sim_071220151334271.Rdata","sim_071220151334271.info","71220151334271","NCod83HistM.csv","Dm2Dv0.2Mm2Mv0.6Q1",33,52,50,228,1
"229","sim_071220151334302","sim_071220151334302","sim_071220151334302.Rdata","sim_071220151334302.info","71220151334302","NCod83HistM.csv","Dm0.5Dv0.3Mm2Mv0.6Q1",33,52,50,229,1
"230","sim_071220151334334","sim_071220151334334","sim_071220151334334.Rdata","sim_071220151334334.info","71220151334334","NCod83HistM.csv","Dm1Dv0.3Mm2Mv0.6Q1",33,52,50,230,1
"231","sim_071220151334365","sim_071220151334365","sim_071220151334365.Rdata","sim_071220151334365.info","71220151334365","NCod83HistM.csv","Dm1.5Dv0.3Mm2Mv0.6Q1",33,52,50,231,1
"232","sim_071220151334396","sim_071220151334396","sim_071220151334396.Rdata","sim_071220151334396.info","71220151334396","NCod83HistM.csv","Dm2Dv0.3Mm2Mv0.6Q1",33,52,50,232,1
"233","sim_071220151334429","sim_071220151334429","sim_071220151334429.Rdata","sim_071220151334429.info","71220151334429","NCod83HistM.csv","Dm0.5Dv0.4Mm2Mv0.6Q1",33,52,50,233,1
"234","sim_071220151334460","sim_071220151334460","sim_071220151334460.Rdata","sim_071220151334460.info","71220151334460","NCod83HistM.csv","Dm1Dv0.4Mm2Mv0.6Q1",33,52,50,234,1
"235","sim_071220151334491","sim_071220151334491","sim_071220151334491.Rdata","sim_071220151334491.info","71220151334491","NCod83HistM.csv","Dm1.5Dv0.4Mm2Mv0.6Q1",33,52,50,235,1
"236","sim_071220151334523","sim_071220151334523","sim_071220151334523.Rdata","sim_071220151334523.info","71220151334523","NCod83HistM.csv","Dm2Dv0.4Mm2Mv0.6Q1",33,52,50,236,1
"237","sim_071220151334554","sim_071220151334554","sim_071220151334554.Rdata","sim_071220151334554.info","71220151334554","NCod83HistM.csv","Dm0.5Dv0.5Mm2Mv0.6Q1",33,52,50,237,1
"238","sim_071220151334586","sim_071220151334586","sim_071220151334586.Rdata","sim_071220151334586.info","71220151334586","NCod83HistM.csv","Dm1Dv0.5Mm2Mv0.6Q1",33,52,50,238,1
"239","sim_071220151335017","sim_071220151335017","sim_071220151335017.Rdata","sim_071220151335017.info","71220151335017","NCod83HistM.csv","Dm1.5Dv0.5Mm2Mv0.6Q1",33,52,50,239,1
"240","sim_071220151335050","sim_071220151335050","sim_071220151335050.Rdata","sim_071220151335050.info","71220151335050","NCod83HistM.csv","Dm2Dv0.5Mm2Mv0.6Q1",33,52,50,240,1
"241","sim_071220151335082","sim_071220151335082","sim_071220151335082.Rdata","sim_071220151335082.info","71220151335082","NCod83HistM.csv","Dm0.5Dv0.1Mm0.5Mv0.8Q1",33,52,50,241,1
"242","sim_071220151335115","sim_071220151335115","sim_071220151335115.Rdata","sim_071220151335115.info","71220151335115","NCod83HistM.csv","Dm1Dv0.1Mm0.5Mv0.8Q1",33,52,50,242,1
"243","sim_071220151335146","sim_071220151335146","sim_071220151335146.Rdata","sim_071220151335146.info","71220151335146","NCod83HistM.csv","Dm1.5Dv0.1Mm0.5Mv0.8Q1",33,52,50,243,1
"244","sim_071220151335177","sim_071220151335177","sim_071220151335177.Rdata","sim_071220151335177.info","71220151335177","NCod83HistM.csv","Dm2Dv0.1Mm0.5Mv0.8Q1",33,52,50,244,1
"245","sim_071220151335209","sim_071220151335209","sim_071220151335209.Rdata","sim_071220151335209.info","71220151335209","NCod83HistM.csv","Dm0.5Dv0.2Mm0.5Mv0.8Q1",33,52,50,245,1
"246","sim_071220151335242","sim_071220151335242","sim_071220151335242.Rdata","sim_071220151335242.info","71220151335242","NCod83HistM.csv","Dm1Dv0.2Mm0.5Mv0.8Q1",33,52,50,246,1
"247","sim_071220151335273","sim_071220151335273","sim_071220151335273.Rdata","sim_071220151335273.info","71220151335273","NCod83HistM.csv","Dm1.5Dv0.2Mm0.5Mv0.8Q1",33,52,50,247,1
"248","sim_071220151335305","sim_071220151335305","sim_071220151335305.Rdata","sim_071220151335305.info","71220151335305","NCod83HistM.csv","Dm2Dv0.2Mm0.5Mv0.8Q1",33,52,50,248,1
"249","sim_071220151335337","sim_071220151335337","sim_071220151335337.Rdata","sim_071220151335337.info","71220151335337","NCod83HistM.csv","Dm0.5Dv0.3Mm0.5Mv0.8Q1",33,52,50,249,1
"250","sim_071220151335369","sim_071220151335369","sim_071220151335369.Rdata","sim_071220151335369.info","71220151335369","NCod83HistM.csv","Dm1Dv0.3Mm0.5Mv0.8Q1",33,52,50,250,1
"251","sim_071220151335401","sim_071220151335401","sim_071220151335401.Rdata","sim_071220151335401.info","71220151335401","NCod83HistM.csv","Dm1.5Dv0.3Mm0.5Mv0.8Q1",33,52,50,251,1
"252","sim_071220151335433","sim_071220151335433","sim_071220151335433.Rdata","sim_071220151335433.info","71220151335433","NCod83HistM.csv","Dm2Dv0.3Mm0.5Mv0.8Q1",33,52,50,252,1
"253","sim_071220151335465","sim_071220151335465","sim_071220151335465.Rdata","sim_071220151335465.info","71220151335465","NCod83HistM.csv","Dm0.5Dv0.4Mm0.5Mv0.8Q1",33,52,50,253,1
"254","sim_071220151335497","sim_071220151335497","sim_071220151335497.Rdata","sim_071220151335497.info","71220151335497","NCod83HistM.csv","Dm1Dv0.4Mm0.5Mv0.8Q1",33,52,50,254,1
